Review_ID,Text_Review,Cleaned_Text,Rating,Sentiment_Label,Satisfaction_Level,Visitor_Age,Visit_Type,Travel_Purpose,Visit_Season,Eco_Activity_Count,Wildlife_Sightings,Site_Type,Eco_Rating,Guide_Quality,Cleanliness_Score,Service_Quality,Eco_Education_Level,Sustainability_Score,Crowd_Level,Noise_Level,Safety_Score,Travel_Distance_km,Expense_Level,Would_Recommend,Return_Intent,GroundTruth
1536,"Beautiful waterfalls, clean rivers, and well-protected wildlife zones.",beautiful waterfalls clean rivers and wellprotected wildlife zones,4,Positive,High,44,Friends,Adventure,Spring,5,4,Forest,1.1,5,3,3,4,5,5,1,3,63,Medium,Yes,No,Positive-High
1537,An unforgettable learning experience about local ecology and sustainability practices.,an unforgettable learning experience about local ecology and sustainability practices,5,Positive,High,57,Friends,Leisure,Summer,5,7,Lake,2.1,1,3,1,1,3,2,1,3,293,High,No,No,Positive-High
1538,"Rooms were unclean, noisy, and poorly maintained.",rooms were unclean noisy and poorly maintained,2,Negative,Low,29,Friends,Adventure,Spring,7,6,Mountain,1.1,5,5,3,2,5,1,3,5,488,Medium,No,No,Negative-Low
1539,Bad food quality and slow staff response.,bad food quality and slow staff response,1,Negative,Low,26,Solo,Relaxation,Monsoon,9,2,Forest,1.9,2,2,1,3,4,4,1,2,92,High,No,No,Negative-Low
1540,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,63,Solo,Wildlife Study,Winter,8,4,Lake,1.9,1,2,4,2,5,4,3,5,448,Low,Yes,Yes,Neutral-Medium
1541,"The experience was average overall, not too good and not too bad.",the experience was average overall not too good and not too bad,3,Neutral,Medium,50,Friends,Leisure,Summer,7,3,Forest,2.1,1,1,1,1,5,4,2,3,238,Low,No,No,Neutral-Medium
1542,Good value but nothing extraordinary.,good value but nothing extraordinary,3,Neutral,Medium,65,Group,Wildlife Study,Summer,2,7,Wildlife Sanctuary,1.6,5,4,3,5,4,3,5,3,96,Low,No,No,Neutral-Medium
1543,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,37,Family,Adventure,Summer,7,0,Coastal,1.5,4,2,3,2,5,3,5,4,230,Low,Yes,Yes,Negative-Low
1544,"Beautiful waterfalls, clean rivers, and well-protected wildlife zones.",beautiful waterfalls clean rivers and wellprotected wildlife zones,4,Positive,High,23,Couple,Leisure,Summer,1,5,Lake,4.5,3,1,3,5,2,5,1,5,344,High,No,No,Positive-High
1545,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,4,Positive,High,25,Friends,Photography,Spring,7,4,Forest,1.6,2,3,5,4,5,5,3,5,27,Medium,Yes,No,Positive-High
1546,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,28,Solo,Wildlife Study,Monsoon,10,6,Forest,2.8,3,2,2,1,4,2,5,2,261,Medium,Yes,Yes,Neutral-Medium
1547,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,4,Positive,High,51,Group,Leisure,Spring,5,5,Lake,3.3,3,1,1,2,1,5,4,1,275,Low,Yes,No,Positive-High
1548,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,24,Friends,Wildlife Study,Spring,4,1,Mountain,2.2,3,2,1,4,4,5,5,4,257,High,No,Yes,Neutral-Medium
1549,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,43,Couple,Leisure,Monsoon,7,7,Lake,2.1,1,5,3,3,4,4,1,1,411,High,No,Yes,Neutral-Medium
1550,"A calm, refreshing experience surrounded by untouched natural beauty.",a calm refreshing experience surrounded by untouched natural beauty,4,Positive,High,27,Family,Leisure,Spring,6,7,Forest,4.2,5,1,1,5,3,3,1,2,337,High,No,No,Positive-High
1551,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,47,Solo,Relaxation,Summer,9,6,Forest,4.1,2,5,1,4,1,5,2,4,151,Low,No,No,Negative-Low
1552,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,31,Group,Adventure,Spring,2,7,Lake,1.9,5,4,4,3,2,1,5,3,221,High,No,No,Negative-Low
1553,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,58,Friends,Relaxation,Winter,7,2,Lake,3.5,3,5,2,3,3,1,2,2,278,Medium,No,No,Neutral-Medium
1554,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,42,Group,Photography,Spring,2,0,Wildlife Sanctuary,3.1,2,4,1,4,2,3,1,3,315,High,No,Yes,Neutral-Medium
1555,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,45,Couple,Leisure,Winter,9,3,Coastal,3.8,5,4,3,2,4,1,1,5,384,High,Yes,Yes,Neutral-Medium
1556,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,2,Negative,Low,52,Friends,Adventure,Winter,8,3,Lake,1.5,5,5,5,4,3,1,5,5,223,Medium,No,No,Negative-Low
1557,Service was acceptable but nothing exceptional.,service was acceptable but nothing exceptional,3,Neutral,Medium,54,Friends,Adventure,Monsoon,5,6,Lake,2.8,2,2,3,1,5,2,1,3,367,Medium,Yes,Yes,Neutral-Medium
1558,"Beautiful waterfalls, clean rivers, and well-protected wildlife zones.",beautiful waterfalls clean rivers and wellprotected wildlife zones,4,Positive,High,56,Couple,Leisure,Monsoon,10,8,Mountain,3.2,3,3,1,4,4,3,2,1,90,Low,No,No,Positive-High
1559,Eco-friendly claims were false and misleading.,ecofriendly claims were false and misleading,2,Negative,Low,57,Solo,Relaxation,Spring,10,0,Lake,3.1,2,2,2,5,2,2,1,1,266,High,No,No,Negative-Low
1560,Bad food quality and slow staff response.,bad food quality and slow staff response,1,Negative,Low,32,Friends,Photography,Summer,5,6,Mountain,1.8,4,4,1,1,1,5,4,4,461,High,No,Yes,Negative-Low
1561,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,5,Positive,High,57,Friends,Photography,Spring,7,8,Lake,4.6,4,5,4,1,3,2,1,1,442,Low,Yes,No,Positive-High
1562,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,38,Friends,Relaxation,Winter,3,0,Mountain,1.4,4,2,4,3,1,3,3,1,306,High,No,Yes,Neutral-Medium
1563,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,47,Family,Adventure,Spring,7,0,Mountain,1.1,3,3,4,1,5,1,5,5,38,Medium,Yes,Yes,Neutral-Medium
1564,A very eco-friendly resort with sustainable facilities and amazing staff support.,a very ecofriendly resort with sustainable facilities and amazing staff support,4,Positive,High,26,Friends,Photography,Spring,9,0,Wildlife Sanctuary,4.6,5,3,1,3,5,1,3,2,421,Medium,No,No,Positive-High
1565,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,54,Group,Photography,Summer,2,7,Lake,3.1,5,3,2,1,1,1,2,4,111,Medium,No,No,Neutral-Medium
1566,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,5,Positive,High,27,Couple,Leisure,Winter,7,3,Mountain,3.5,4,5,4,5,4,5,2,4,5,Medium,No,No,Positive-High
1567,"The experience was average overall, not too good and not too bad.",the experience was average overall not too good and not too bad,3,Neutral,Medium,61,Family,Relaxation,Winter,3,0,Coastal,3.7,3,3,2,1,3,5,5,5,18,Medium,No,Yes,Neutral-Medium
1568,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,23,Couple,Photography,Spring,9,3,Mountain,2.9,3,3,3,5,1,5,1,3,496,Low,No,No,Negative-Low
1569,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,5,Positive,High,61,Friends,Leisure,Monsoon,4,6,Coastal,2.6,3,4,2,5,1,3,2,2,96,Low,No,No,Positive-High
1570,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,5,Positive,High,36,Group,Leisure,Spring,3,8,Lake,2.8,4,5,4,3,4,4,2,5,95,Low,No,No,Positive-High
1571,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,2,Negative,Low,47,Group,Adventure,Winter,7,1,Coastal,3.4,1,1,5,5,3,3,5,3,80,Low,Yes,Yes,Negative-Low
1572,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,2,Negative,Low,42,Couple,Leisure,Winter,2,5,Coastal,1.1,2,5,1,2,5,4,5,2,136,Low,No,No,Negative-Low
1573,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,5,Positive,High,42,Solo,Adventure,Spring,1,8,Forest,1.6,4,2,5,2,3,3,5,2,14,Low,No,No,Positive-High
1574,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,2,Negative,Low,25,Couple,Wildlife Study,Monsoon,1,4,Wildlife Sanctuary,3.3,5,4,4,2,3,1,1,3,473,Medium,No,No,Negative-Low
1575,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,2,Negative,Low,58,Family,Photography,Spring,9,1,Coastal,2.9,3,3,2,1,4,4,5,2,105,Medium,Yes,No,Negative-Low
1576,The nature guide explained everything clearly and made the tour more enjoyable.,the nature guide explained everything clearly and made the tour more enjoyable,4,Positive,High,44,Solo,Photography,Spring,10,7,Lake,4.0,3,4,1,4,2,4,2,1,256,Medium,No,No,Positive-High
1577,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,4,Positive,High,58,Group,Leisure,Spring,10,6,Coastal,1.2,4,1,2,2,1,4,3,2,426,Medium,No,No,Positive-High
1578,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,57,Group,Adventure,Summer,4,2,Coastal,3.2,5,2,3,4,4,1,1,2,64,Medium,Yes,Yes,Neutral-Medium
1579,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,2,Negative,Low,52,Group,Leisure,Winter,8,3,Coastal,3.1,2,5,4,3,4,4,5,2,476,Medium,No,No,Negative-Low
1580,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,5,Positive,High,35,Solo,Adventure,Monsoon,9,7,Coastal,3.5,4,3,2,2,2,5,1,5,17,High,Yes,No,Positive-High
1581,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,41,Group,Relaxation,Winter,7,4,Forest,2.4,1,3,3,2,5,2,2,2,45,Low,Yes,No,Neutral-Medium
1582,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,32,Couple,Relaxation,Spring,7,4,Coastal,2.8,4,3,1,4,3,2,3,4,147,High,Yes,Yes,Neutral-Medium
1583,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,18,Group,Leisure,Winter,10,5,Wildlife Sanctuary,3.2,4,2,3,3,3,2,3,3,238,High,No,Yes,Neutral-Medium
1584,Service was acceptable but nothing exceptional.,service was acceptable but nothing exceptional,3,Neutral,Medium,18,Group,Wildlife Study,Winter,1,2,Coastal,3.2,2,4,2,4,4,3,2,5,381,High,No,No,Neutral-Medium
1585,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,4,Positive,High,45,Couple,Adventure,Summer,8,8,Forest,1.6,2,1,5,4,4,4,3,4,56,High,No,No,Positive-High
1586,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,52,Solo,Adventure,Monsoon,10,7,Coastal,4.1,2,2,5,3,2,3,4,2,393,Medium,Yes,Yes,Neutral-Medium
1587,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,22,Group,Adventure,Winter,7,2,Coastal,2.1,5,2,2,5,4,4,3,3,259,Medium,No,Yes,Neutral-Medium
1588,Service was acceptable but nothing exceptional.,service was acceptable but nothing exceptional,3,Neutral,Medium,25,Couple,Relaxation,Spring,6,6,Lake,4.0,3,1,1,2,4,4,4,3,157,Low,No,Yes,Neutral-Medium
1589,"We enjoyed the peaceful environment, fresh air, and beautiful birdwatching spots.",we enjoyed the peaceful environment fresh air and beautiful birdwatching spots,5,Positive,High,27,Couple,Photography,Spring,9,1,Mountain,4.4,1,2,1,2,4,4,5,2,433,Medium,Yes,No,Positive-High
1590,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,4,Positive,High,64,Group,Adventure,Winter,8,1,Coastal,1.2,3,4,2,2,3,3,4,4,390,Low,No,Yes,Positive-High
1591,Unsafe trail conditions made hiking risky.,unsafe trail conditions made hiking risky,1,Negative,Low,42,Friends,Photography,Summer,7,6,Lake,2.4,3,3,4,2,2,4,4,2,444,Low,No,No,Negative-Low
1592,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,1,Negative,Low,45,Couple,Photography,Spring,3,5,Mountain,2.7,1,1,5,2,3,1,3,2,248,Low,Yes,Yes,Negative-Low
1593,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,2,Negative,Low,39,Family,Photography,Monsoon,10,5,Mountain,2.4,2,1,2,5,2,5,1,3,346,Medium,No,Yes,Negative-Low
1594,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,56,Group,Adventure,Summer,3,1,Mountain,3.7,3,5,1,3,1,1,3,2,140,Low,No,No,Neutral-Medium
1595,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,18,Group,Leisure,Winter,7,4,Lake,1.2,4,3,5,5,2,5,2,2,48,High,Yes,No,Neutral-Medium
1596,An unforgettable learning experience about local ecology and sustainability practices.,an unforgettable learning experience about local ecology and sustainability practices,5,Positive,High,37,Family,Photography,Monsoon,5,5,Coastal,1.8,4,4,4,1,3,5,1,5,413,Medium,No,No,Positive-High
1597,The nature guide explained everything clearly and made the tour more enjoyable.,the nature guide explained everything clearly and made the tour more enjoyable,5,Positive,High,54,Friends,Relaxation,Spring,10,6,Forest,4.8,1,3,2,1,4,2,3,3,227,Medium,No,Yes,Positive-High
1598,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,58,Solo,Relaxation,Winter,5,5,Wildlife Sanctuary,2.1,4,1,5,4,1,2,4,2,287,Low,Yes,No,Neutral-Medium
1599,"Rooms were unclean, noisy, and poorly maintained.",rooms were unclean noisy and poorly maintained,1,Negative,Low,58,Group,Adventure,Winter,4,2,Wildlife Sanctuary,4.8,3,3,5,5,3,5,2,2,208,High,Yes,No,Negative-Low
1600,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,5,Positive,High,23,Couple,Adventure,Winter,4,8,Wildlife Sanctuary,4.4,3,2,5,2,4,5,3,5,459,Medium,No,No,Positive-High
1601,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,20,Couple,Wildlife Study,Spring,8,7,Lake,4.7,1,5,5,4,2,5,3,2,433,Medium,No,No,Neutral-Medium
1602,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,2,Negative,Low,22,Family,Relaxation,Summer,4,3,Lake,3.2,2,1,1,1,2,3,5,2,19,High,Yes,Yes,Negative-Low
1603,Guides were unorganized and did not follow safety guidelines.,guides were unorganized and did not follow safety guidelines,2,Negative,Low,37,Family,Adventure,Monsoon,7,4,Coastal,2.6,5,3,2,5,4,5,2,4,372,Low,No,No,Negative-Low
1604,"We enjoyed the peaceful environment, fresh air, and beautiful birdwatching spots.",we enjoyed the peaceful environment fresh air and beautiful birdwatching spots,4,Positive,High,34,Family,Relaxation,Winter,1,2,Wildlife Sanctuary,2.5,4,4,5,3,2,3,1,3,183,High,Yes,No,Positive-High
1605,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,2,Negative,Low,50,Solo,Relaxation,Monsoon,5,1,Wildlife Sanctuary,2.3,2,1,5,4,2,5,1,4,494,Low,No,No,Negative-Low
1606,The biodiversity walk was educational and offered close-up experiences with rare species.,the biodiversity walk was educational and offered closeup experiences with rare species,5,Positive,High,39,Solo,Wildlife Study,Summer,7,8,Mountain,1.3,4,3,3,1,1,1,3,1,241,Low,No,No,Positive-High
1607,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,43,Group,Leisure,Winter,8,0,Wildlife Sanctuary,1.0,3,3,3,3,1,5,5,4,124,Medium,No,No,Negative-Low
1608,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,2,Negative,Low,24,Friends,Adventure,Summer,9,6,Wildlife Sanctuary,3.1,3,3,5,4,2,5,4,2,80,Medium,Yes,Yes,Negative-Low
1609,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,5,Positive,High,39,Friends,Photography,Monsoon,4,0,Wildlife Sanctuary,3.7,1,1,3,3,1,1,2,2,355,Low,Yes,Yes,Positive-High
